reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
feed,fed,keid,"{'mean_confidence': 0.9992693662643433, 'min_confidence': 0.8827313184738159, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9986429810523987, 'min_confidence': 0.8652955889701843, 'max_confidence': 0.9999996423721313}",3.41,3.045125,1.0,1.0,"{'original_duration': 3.41, 'adjusted_duration': 3.045125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.55, 'total_adjusted_duration': 2.55, 'tempo_ratio': 1.0}, 'f': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.1259737839080381, 'tempo_ratio': 1.925003699}, 'iy': {'count': 1, 'total_original_duration': 0.39, 'total_adjusted_duration': 0.223450019986086, 'tempo_ratio': 1.745356747}, 'dcl': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.1021284949891193, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.043573713066506856, 'tempo_ratio': 1.606473148}}}",0055.wav
giving those who observe him a pronounced feeling of the utmost respect,giveit doid o a bear him a burn-out te bili avdied mut rebek,gires nowed o abilet in a burnant vileing at admortry bek,"{'mean_confidence': 0.9581320285797119, 'min_confidence': 0.3573445677757263, 'max_confidence': 0.9999990463256836}","{'mean_confidence': 0.9241379499435425, 'min_confidence': 0.22305524349212646, 'max_confidence': 0.9999986886978149}",12.435,8.8419375,0.9166666666666666,0.9166666666666666,"{'original_duration': 12.435, 'adjusted_duration': 8.8419375, 'phoneme_stats': {'sil': {'count': 6, 'total_original_duration': 3.5223125, 'total_adjusted_duration': 3.5223125, 'tempo_ratio': 1.0}, 'gcl': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.1900012755925638, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.031211835863401663, 'tempo_ratio': 1.842249852}, 'ih': {'count': 4, 'total_original_duration': 0.7925, 'total_adjusted_duration': 0.514440954473403, 'tempo_ratio': 1.540507211}, 'v': {'count': 2, 'total_original_duration': 0.1608125, 'total_adjusted_duration': 0.06542866572978011, 'tempo_ratio': 2.457829427}, 'ng': {'count': 2, 'total_original_duration': 0.5425, 'total_adjusted_duration': 0.2846194991902866, 'tempo_ratio': 1.906053526}, 'dh': {'count': 3, 'total_original_duration': 0.183, 'total_adjusted_duration': 0.07774755051201426, 'tempo_ratio': 2.353771904}, 'ow': {'count': 2, 'total_original_duration': 0.8338749999999999, 'total_adjusted_duration': 0.6245743555259059, 'tempo_ratio': 1.335109251}, 'hh': {'count': 2, 'total_original_duration': 0.34750000000000003, 'total_adjusted_duration': 0.19613694265532355, 'tempo_ratio': 1.771721305}, 'uw': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.25755593209137545, 'tempo_ratio': 1.349221496}, 'ah': {'count': 6, 'total_original_duration': 1.2280625, 'total_adjusted_duration': 0.7004707466863557, 'tempo_ratio': 1.753195984}, 'bcl': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07845827164504426, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.04116694198129457, 'tempo_ratio': 1.51820847}, 'z': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.06956468340338481, 'tempo_ratio': 2.587519862}, 'er': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.1024626784130049, 'tempo_ratio': 2.147123259}, 'm': {'count': 3, 'total_original_duration': 0.509625, 'total_adjusted_duration': 0.28346985052215523, 'tempo_ratio': 1.79781024}, 'pcl': {'count': 2, 'total_original_duration': 0.3575, 'total_adjusted_duration': 0.26839933263538246, 'tempo_ratio': 1.331970525}, 'p': {'count': 2, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.09457206973276235, 'tempo_ratio': 1.348178171}, 'r': {'count': 2, 'total_original_duration': 0.34950000000000003, 'total_adjusted_duration': 0.17040684973750664, 'tempo_ratio': 2.050973893}, 'n': {'count': 2, 'total_original_duration': 0.27749999999999997, 'total_adjusted_duration': 0.16207642915341935, 'tempo_ratio': 1.712155194}, 'aw': {'count': 1, 'total_original_duration': 0.425, 'total_adjusted_duration': 0.1541232459627751, 'tempo_ratio': 2.75753341}, 't': {'count': 3, 'total_original_duration': 0.304125, 'total_adjusted_duration': 0.20970889684849126, 'tempo_ratio': 1.450224595}, 'f': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.029870072473039962, 'tempo_ratio': 1.925003699}, 'iy': {'count': 2, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.17188463075852767, 'tempo_ratio': 1.745356747}, 'l': {'count': 1, 'total_original_duration': 0.1025, 'total_adjusted_duration': 0.056536840802892396, 'tempo_ratio': 1.812977141}, 'dcl': {'count': 1, 'total_original_duration': 0.0836875, 'total_adjusted_duration': 0.05604510442230768, 'tempo_ratio': 1.493216952}, 'tcl': {'count': 2, 'total_original_duration': 0.177375, 'total_adjusted_duration': 0.12688768774267406, 'tempo_ratio': 1.397889765}, 's': {'count': 1, 'total_original_duration': 0.015125, 'total_adjusted_duration': 0.010846075688491226, 'tempo_ratio': 1.394513595}, 'eh': {'count': 1, 'total_original_duration': 0.2325, 'total_adjusted_duration': 0.14571864710428323, 'tempo_ratio': 1.595540479}, 'kcl': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.09776440738493435, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.04755012132971788, 'tempo_ratio': 1.629859143}}}",0056.wav
sip,lp,lep,"{'mean_confidence': 0.9917948246002197, 'min_confidence': 0.2920572757720947, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9991980195045471, 'min_confidence': 0.9177228212356567, 'max_confidence': 0.9999998807907104}",3.91,3.7108125,1.0,1.0,"{'original_duration': 3.91, 'adjusted_duration': 3.7108125, 'phoneme_stats': {'sil': {'count': 4, 'total_original_duration': 2.2, 'total_adjusted_duration': 2.2, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 0.79, 'total_adjusted_duration': 0.8520117854886131, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.25, 'total_adjusted_duration': 0.17927397832216901, 'tempo_ratio': 1.394513595}, 'ih': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.10873042255431546, 'tempo_ratio': 1.540507211}, 'pcl': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.15015347280301117, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.2206681627097788, 'tempo_ratio': 1.348178171}}}",0057.wav
i can read,e can read,i can read,"{'mean_confidence': 0.9839074611663818, 'min_confidence': 0.4053548276424408, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9978726506233215, 'min_confidence': 0.6418546438217163, 'max_confidence': 1.0}",4.2900625,3.6995,0.3333333333333333,0.0,"{'original_duration': 4.2900625, 'adjusted_duration': 3.6995, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 0.9275, 'total_adjusted_duration': 1.0003049760008715, 'tempo_ratio': 0.927217221}, 'sil': {'count': 4, 'total_original_duration': 1.6949999999999998, 'total_adjusted_duration': 1.6949999999999998, 'tempo_ratio': 1.0}, 'ay': {'count': 1, 'total_original_duration': 0.4725, 'total_adjusted_duration': 0.33192657371968126, 'tempo_ratio': 1.423507599}, 'k': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.08743086825141673, 'tempo_ratio': 1.629859143}, 'ae': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.08321228421012804, 'tempo_ratio': 1.95283667}, 'n': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.1576959851222459, 'tempo_ratio': 1.712155194}, 'r': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.07557385324553226, 'tempo_ratio': 2.050973893}, 'iy': {'count': 1, 'total_original_duration': 0.3625, 'total_adjusted_duration': 0.20769392883322094, 'tempo_ratio': 1.745356747}, 'd': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.060691957485491686, 'tempo_ratio': 1.606473148}}}",0058.wav
air,ar,eaih,"{'mean_confidence': 0.9960293173789978, 'min_confidence': 0.8633772730827332, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9879738092422485, 'min_confidence': 0.6351495385169983, 'max_confidence': 0.9999998807907104}",3.085,2.8401875,1.0,1.0,"{'original_duration': 3.085, 'adjusted_duration': 2.8401875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.5275, 'total_adjusted_duration': 2.5275, 'tempo_ratio': 1.0}, 'eh': {'count': 1, 'total_original_duration': 0.3025, 'total_adjusted_duration': 0.1895909279528846, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.12311224480320579, 'tempo_ratio': 2.050973893}}}",0059.wav
rate,rate,late,"{'mean_confidence': 0.9980269074440002, 'min_confidence': 0.6333969235420227, 'max_confidence': 1.0}","{'mean_confidence': 0.9999947547912598, 'min_confidence': 0.999699592590332, 'max_confidence': 1.0}",4.06,3.7286875,0.0,1.0,"{'original_duration': 4.06, 'adjusted_duration': 3.7286875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.1925, 'total_adjusted_duration': 3.1925, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.3275, 'total_adjusted_duration': 0.1596802383091085, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.2167777518300397, 'tempo_ratio': 1.441568599}, 'tcl': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.1287655182166671, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.045, 'total_adjusted_duration': 0.03102967647573237, 'tempo_ratio': 1.450224595}}}",0060.wav
farm,von,foughn,"{'mean_confidence': 0.9893985390663147, 'min_confidence': 0.3805927336215973, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9915074110031128, 'min_confidence': 0.5663278698921204, 'max_confidence': 0.9999997615814209}",4.88,4.5760625,1.0,1.0,"{'original_duration': 4.88, 'adjusted_duration': 4.5760625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.6325000000000003, 'total_adjusted_duration': 2.6325000000000003, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 1.3375, 'total_adjusted_duration': 1.4424883077101518, 'tempo_ratio': 0.927217221}, 'f': {'count': 1, 'total_original_duration': 0.235, 'total_adjusted_duration': 0.12207768749851114, 'tempo_ratio': 1.925003699}, 'aa': {'count': 1, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.18676807377855886, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.09629571623221048, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.09595005977939028, 'tempo_ratio': 1.79781024}}}",0061.wav
slip,sep,sep,"{'mean_confidence': 0.9997360110282898, 'min_confidence': 0.967015266418457, 'max_confidence': 1.0}","{'mean_confidence': 0.9987996816635132, 'min_confidence': 0.9095534682273865, 'max_confidence': 0.9999998807907104}",3.45,3.0570625,1.0,1.0,"{'original_duration': 3.45, 'adjusted_duration': 3.0570625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.1975000000000002, 'total_adjusted_duration': 2.1975000000000002, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.48, 'total_adjusted_duration': 0.3442060383785645, 'tempo_ratio': 1.394513595}, 'l': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.08963157688263429, 'tempo_ratio': 1.812977141}, 'ih': {'count': 1, 'total_original_duration': 0.29, 'total_adjusted_duration': 0.1882496868104566, 'tempo_ratio': 1.540507211}, 'pcl': {'count': 1, 'total_original_duration': 0.2225, 'total_adjusted_duration': 0.16704573849334992, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.07046546372245037, 'tempo_ratio': 1.348178171}}}",0062.wav
trade,trade,trade,"{'mean_confidence': 0.9998361468315125, 'min_confidence': 0.9885693192481995, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.999243438243866, 'min_confidence': 0.9406593441963196, 'max_confidence': 0.9999998807907104}",4.095,3.6871875,0.0,0.0,"{'original_duration': 4.095, 'adjusted_duration': 3.6871875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.835, 'total_adjusted_duration': 2.835, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.08627967447985956, 'tempo_ratio': 0.927217221}, 'tcl': {'count': 1, 'total_original_duration': 0.215, 'total_adjusted_duration': 0.15380325786990792, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.03620128922168776, 'tempo_ratio': 1.450224595}, 'r': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.0926389168816202, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.45, 'total_adjusted_duration': 0.31215996263525714, 'tempo_ratio': 1.441568599}, 'dcl': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.08706035638416727, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.135, 'total_adjusted_duration': 0.08403501805683465, 'tempo_ratio': 1.606473148}}}",0064.wav
two,do,do,"{'mean_confidence': 0.9997239112854004, 'min_confidence': 0.9467678070068359, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9986339807510376, 'min_confidence': 0.7095494270324707, 'max_confidence': 0.9999996423721313}",4.515,4.3685,1.0,1.0,"{'original_duration': 4.515, 'adjusted_duration': 4.3685, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.795, 'total_adjusted_duration': 3.795, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.15638190999474544, 'tempo_ratio': 0.927217221}, 'tcl': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.10372777856342627, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0325, 'total_adjusted_duration': 0.022410321899140044, 'tempo_ratio': 1.450224595}, 'uw': {'count': 1, 'total_original_duration': 0.3925, 'total_adjusted_duration': 0.2909084988370212, 'tempo_ratio': 1.349221496}}}",0065.wav
usually minus several buttons,yearsly mided avrah berdon,yourtela my med lambra perdun,"{'mean_confidence': 0.9695481061935425, 'min_confidence': 0.4250277578830719, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9355800151824951, 'min_confidence': 0.313772976398468, 'max_confidence': 0.9999991655349731}",7.8650625,6.12075,1.0,1.25,"{'original_duration': 7.8650625, 'adjusted_duration': 6.12075, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.9013125, 'total_adjusted_duration': 2.9013125, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.355, 'total_adjusted_duration': 0.38286605550437675, 'tempo_ratio': 0.927217221}, 'y': {'count': 2, 'total_original_duration': 0.29625, 'total_adjusted_duration': 0.1707489144216297, 'tempo_ratio': 1.73500371}, 'uw': {'count': 1, 'total_original_duration': 0.3170625, 'total_adjusted_duration': 0.23499662652869566, 'tempo_ratio': 1.349221496}, 'zh': {'count': 1, 'total_original_duration': 0.0771875, 'total_adjusted_duration': 0.04733326930165316, 'tempo_ratio': 1.630724037}, 'ah': {'count': 4, 'total_original_duration': 0.7949999999999999, 'total_adjusted_duration': 0.4534575753397345, 'tempo_ratio': 1.753195984}, 'l': {'count': 2, 'total_original_duration': 0.19056250000000002, 'total_adjusted_duration': 0.1051102607365969, 'tempo_ratio': 1.812977141}, 'iy': {'count': 1, 'total_original_duration': 0.309875, 'total_adjusted_duration': 0.1775424998543292, 'tempo_ratio': 1.745356747}, 'm': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.09595005977939028, 'tempo_ratio': 1.79781024}, 'ay': {'count': 1, 'total_original_duration': 0.2155, 'total_adjusted_duration': 0.15138661722029909, 'tempo_ratio': 1.423507599}, 'n': {'count': 2, 'total_original_duration': 0.351875, 'total_adjusted_duration': 0.20551583246255656, 'tempo_ratio': 1.712155194}, 'ih': {'count': 1, 'total_original_duration': 0.156375, 'total_adjusted_duration': 0.10150877508615569, 'tempo_ratio': 1.540507211}, 's': {'count': 2, 'total_original_duration': 0.23875000000000002, 'total_adjusted_duration': 0.17120664929767143, 'tempo_ratio': 1.394513595}, 'eh': {'count': 1, 'total_original_duration': 0.33825, 'total_adjusted_duration': 0.2119971285291346, 'tempo_ratio': 1.595540479}, 'v': {'count': 1, 'total_original_duration': 0.1563125, 'total_adjusted_duration': 0.06359778196275945, 'tempo_ratio': 2.457829427}, 'r': {'count': 1, 'total_original_duration': 0.119375, 'total_adjusted_duration': 0.058204056330228474, 'tempo_ratio': 2.050973893}, 'bcl': {'count': 1, 'total_original_duration': 0.6096875, 'total_adjusted_duration': 0.4071066169667058, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0540625, 'total_adjusted_duration': 0.0356094048138198, 'tempo_ratio': 1.51820847}, 'tcl': {'count': 1, 'total_original_duration': 0.1620625, 'total_adjusted_duration': 0.11593367664438119, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.042625, 'total_adjusted_duration': 0.02939199910617983, 'tempo_ratio': 1.450224595}}}",0066.wav
born,borne,born,"{'mean_confidence': 0.9967580437660217, 'min_confidence': 0.6303622126579285, 'max_confidence': 1.0}","{'mean_confidence': 0.9997490048408508, 'min_confidence': 0.9715549945831299, 'max_confidence': 1.0}",4.135,3.720375,1.0,0.0,"{'original_duration': 4.135, 'adjusted_duration': 3.720375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.0425, 'total_adjusted_duration': 3.0425, 'tempo_ratio': 1.0}, 'bcl': {'count': 1, 'total_original_duration': 0.25, 'total_adjusted_duration': 0.16693249286179632, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0375, 'total_adjusted_duration': 0.02470016518877674, 'tempo_ratio': 1.51820847}, 'ao': {'count': 1, 'total_original_duration': 0.3775, 'total_adjusted_duration': 0.2536569354172402, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.07923065259612254, 'tempo_ratio': 2.050973893}, 'n': {'count': 1, 'total_original_duration': 0.2625, 'total_adjusted_duration': 0.1533155410910724, 'tempo_ratio': 1.712155194}}}",0067.wav
right,right,right,"{'mean_confidence': 0.9942887425422668, 'min_confidence': 0.5714110732078552, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9961568713188171, 'min_confidence': 0.6099635362625122, 'max_confidence': 0.9999998807907104}",3.64,3.2495625,0.0,0.0,"{'original_duration': 3.64, 'adjusted_duration': 3.2495625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.5599999999999996, 'total_adjusted_duration': 2.5599999999999996, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.3175, 'total_adjusted_duration': 0.1548045058416548, 'tempo_ratio': 2.050973893}, 'ay': {'count': 1, 'total_original_duration': 0.49, 'total_adjusted_duration': 0.3442201505241139, 'tempo_ratio': 1.423507599}, 'tcl': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.11982346834050968, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.1025, 'total_adjusted_duration': 0.07067870752805706, 'tempo_ratio': 1.450224595}}}",0068.wav
know,no,no,"{'mean_confidence': 0.9999939203262329, 'min_confidence': 0.9998483657836914, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9999938607215881, 'min_confidence': 0.9998164772987366, 'max_confidence': 0.9999998807907104}",3.33,3.0371875,1.0,1.0,"{'original_duration': 3.33, 'adjusted_duration': 3.0371875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.4175000000000004, 'total_adjusted_duration': 2.4175000000000004, 'tempo_ratio': 1.0}, 'n': {'count': 1, 'total_original_duration': 0.3525, 'total_adjusted_duration': 0.20588086946515433, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.5525, 'total_adjusted_duration': 0.4138238122357224, 'tempo_ratio': 1.335109251}}}",0069.wav
pat,briht,but,"{'mean_confidence': 0.9648330807685852, 'min_confidence': 0.5166768431663513, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9942185878753662, 'min_confidence': 0.48813819885253906, 'max_confidence': 0.9999995231628418}",3.0600625,2.7806875,1.0,1.0,"{'original_duration': 3.0600625, 'adjusted_duration': 2.7806875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.3649999999999998, 'total_adjusted_duration': 2.3649999999999998, 'tempo_ratio': 1.0}, 'p': {'count': 1, 'total_original_duration': 0.0376875, 'total_adjusted_duration': 0.027954391200419457, 'tempo_ratio': 1.348178171}, 'ae': {'count': 1, 'total_original_duration': 0.3848125, 'total_adjusted_duration': 0.19705308995452242, 'tempo_ratio': 1.95283667}, 'tcl': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.12518869826620413, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.06550709478210168, 'tempo_ratio': 1.450224595}}}",0070.wav
rage,raid,raid,"{'mean_confidence': 0.994793176651001, 'min_confidence': 0.6798860430717468, 'max_confidence': 1.0}","{'mean_confidence': 0.9998576045036316, 'min_confidence': 0.9858173727989197, 'max_confidence': 0.9999998807907104}",3.655,3.1448125,1.0,1.0,"{'original_duration': 3.655, 'adjusted_duration': 3.1448125, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.9300000000000002, 'total_adjusted_duration': 1.9300000000000002, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.495, 'total_adjusted_duration': 0.533855485844131, 'tempo_ratio': 0.927217221}, 'r': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.15358557272479137, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.395, 'total_adjusted_duration': 0.27400707831317017, 'tempo_ratio': 1.441568599}, 'gcl': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.07600051023702553, 'tempo_ratio': 1.513147736}, 'jh': {'count': 1, 'total_original_duration': 0.4, 'total_adjusted_duration': 0.17740499681566238, 'tempo_ratio': 2.254727923}}}",0071.wav
she had your dark suit in greasy wash water all year,they ad ardig de in gredy widewide al ear,they ab year dargere in gredy widwib al ear,"{'mean_confidence': 0.9820913076400757, 'min_confidence': 0.45146703720092773, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.954338014125824, 'min_confidence': 0.40156370401382446, 'max_confidence': 0.9999995231628418}",10.2850625,7.64375,0.9090909090909091,0.9090909090909091,"{'original_duration': 10.2850625, 'adjusted_duration': 7.64375, 'phoneme_stats': {'sil': {'count': 7, 'total_original_duration': 3.2775, 'total_adjusted_duration': 3.2775, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.4044359741243417, 'tempo_ratio': 0.927217221}, 'sh': {'count': 1, 'total_original_duration': 0.285, 'total_adjusted_duration': 0.13745270286857467, 'tempo_ratio': 2.073440493}, 'iy': {'count': 3, 'total_original_duration': 0.8700000000000001, 'total_adjusted_duration': 0.49846542919973025, 'tempo_ratio': 1.745356747}, 'hh': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08748554276712273, 'tempo_ratio': 1.771721305}, 'ae': {'count': 3, 'total_original_duration': 0.7475, 'total_adjusted_duration': 0.38277650736658897, 'tempo_ratio': 1.95283667}, 'dcl': {'count': 2, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.13561324744456826, 'tempo_ratio': 1.493216952}, 'd': {'count': 2, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.049798529218864976, 'tempo_ratio': 1.606473148}, 'y': {'count': 2, 'total_original_duration': 0.395, 'total_adjusted_duration': 0.2276652192288396, 'tempo_ratio': 1.73500371}, 'ao': {'count': 2, 'total_original_duration': 0.3675, 'total_adjusted_duration': 0.24693754639956497, 'tempo_ratio': 1.488230548}, 'r': {'count': 4, 'total_original_duration': 0.7174999999999999, 'total_adjusted_duration': 0.34983380453980256, 'tempo_ratio': 2.050973893}, 'aa': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.11050444365231399, 'tempo_ratio': 1.606270247}, 'kcl': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.06250511291823671, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.09356636777783195, 'tempo_ratio': 1.629859143}, 's': {'count': 2, 'total_original_duration': 0.195, 'total_adjusted_duration': 0.13983370309129184, 'tempo_ratio': 1.394513595}, 'uw': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.16861575410298682, 'tempo_ratio': 1.349221496}, 't': {'count': 3, 'total_original_duration': 0.26, 'total_adjusted_duration': 0.17928257519312038, 'tempo_ratio': 1.450224595}, 'ih': {'count': 2, 'total_original_duration': 0.3775, 'total_adjusted_duration': 0.24504916127912887, 'tempo_ratio': 1.540507211}, 'n': {'count': 1, 'total_original_duration': 0.235, 'total_adjusted_duration': 0.13725391297676956, 'tempo_ratio': 1.712155194}, 'gcl': {'count': 1, 'total_original_duration': 0.0825, 'total_adjusted_duration': 0.05452210517004005, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.02985479952151463, 'tempo_ratio': 1.842249852}, 'w': {'count': 2, 'total_original_duration': 0.4975, 'total_adjusted_duration': 0.3575385642963993, 'tempo_ratio': 1.391458292}, 'tcl': {'count': 2, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.14307279801851902, 'tempo_ratio': 1.397889765}, 'er': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.07451831157309448, 'tempo_ratio': 2.147123259}, 'l': {'count': 1, 'total_original_duration': 0.09, 'total_adjusted_duration': 0.04964210411961283, 'tempo_ratio': 1.812977141}}}",0072.wav
