reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
BUT HE ALWAYS ANSWERS BANANA OIL,BET DE YAR RITDANGY BUT NONE NOW AR YOUR,BEDE YO AVE WITH DANGY BUT NONE NOT AL YOUR,"{'mean_confidence': 0.9246644377708435, 'min_confidence': 0.3417639434337616, 'max_confidence': 0.99997878074646}","{'mean_confidence': 0.9217235445976257, 'min_confidence': 0.3068910241127014, 'max_confidence': 0.9999896287918091}",6.75,6.087,1.5,1.6666666666666667,"{'original_duration': 6.75, 'adjusted_duration': 6.087, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.6796249999999997, 'total_adjusted_duration': 3.9877098957119825, 'tempo_ratio': 0.922741397}, 'bcl': {'count': 2, 'total_original_duration': 3.211, 'total_adjusted_duration': 2.922637441947589, 'tempo_ratio': 1.098665183}, 'b': {'count': 2, 'total_original_duration': 0.51675, 'total_adjusted_duration': 0.46095700254273597, 'tempo_ratio': 1.121037314}, 'ah': {'count': 3, 'total_original_duration': 0.9854375, 'total_adjusted_duration': 0.6206261659285397, 'tempo_ratio': 1.58781172}, 't': {'count': 1, 'total_original_duration': 0.35825, 'total_adjusted_duration': 0.3036011116409152, 'tempo_ratio': 1.180002267}, 'hh': {'count': 1, 'total_original_duration': 0.26875, 'total_adjusted_duration': 0.22325609987584882, 'tempo_ratio': 1.2037745}, 'iy': {'count': 1, 'total_original_duration': 0.4685625, 'total_adjusted_duration': 0.37093587926056587, 'tempo_ratio': 1.263190018}, 'ao': {'count': 1, 'total_original_duration': 0.8889375, 'total_adjusted_duration': 0.7457480882534095, 'tempo_ratio': 1.192007749}, 'l': {'count': 2, 'total_original_duration': 1.2265625, 'total_adjusted_duration': 1.0136184982162715, 'tempo_ratio': 1.210082987}, 'w': {'count': 1, 'total_original_duration': 0.3031875, 'total_adjusted_duration': 0.23882777455771922, 'tempo_ratio': 1.269481745}, 'ey': {'count': 1, 'total_original_duration': 0.3583125, 'total_adjusted_duration': 0.31342342369372, 'tempo_ratio': 1.14322183}, 'dcl': {'count': 1, 'total_original_duration': 0.179125, 'total_adjusted_duration': 0.17092363073685343, 'tempo_ratio': 1.047982653}, 'z': {'count': 2, 'total_original_duration': 0.9096249999999999, 'total_adjusted_duration': 0.6106048124021911, 'tempo_ratio': 1.489711482}, 'ae': {'count': 2, 'total_original_duration': 1.343625, 'total_adjusted_duration': 1.0727963279334436, 'tempo_ratio': 1.252451155}, 'n': {'count': 3, 'total_original_duration': 1.3919375, 'total_adjusted_duration': 1.142491496799657, 'tempo_ratio': 1.218335107}, 's': {'count': 1, 'total_original_duration': 0.5236875, 'total_adjusted_duration': 0.4318722474873059, 'tempo_ratio': 1.212598177}, 'er': {'count': 1, 'total_original_duration': 0.620125, 'total_adjusted_duration': 0.45350040996583324, 'tempo_ratio': 1.36741883}, 'oy': {'count': 1, 'total_original_duration': 1.3574375, 'total_adjusted_duration': 0.8222704561122279, 'tempo_ratio': 1.650840657}}}",0118.wav
TWO,P,HW,"{'mean_confidence': 0.9433510899543762, 'min_confidence': 0.32255372405052185, 'max_confidence': 0.9999243021011353}","{'mean_confidence': 0.9432812333106995, 'min_confidence': 0.3690958023071289, 'max_confidence': 0.9999312162399292}",1.65,1.648125,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.648125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2788749999999998, 'total_adjusted_duration': 2.4696789451617067, 'tempo_ratio': 0.922741397}, 'tcl': {'count': 1, 'total_original_duration': 1.0371875, 'total_adjusted_duration': 0.9473617994201549, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.319125, 'total_adjusted_duration': 0.27044439568013134, 'tempo_ratio': 1.180002267}, 'uw': {'count': 1, 'total_original_duration': 0.902625, 'total_adjusted_duration': 0.7792090013042877, 'tempo_ratio': 1.158386259}}}",0119.wav
TRADE,TRAGE,TRAGE,"{'mean_confidence': 0.9524214267730713, 'min_confidence': 0.4448812007904053, 'max_confidence': 0.9999327659606934}","{'mean_confidence': 0.9482337832450867, 'min_confidence': 0.47863441705703735, 'max_confidence': 0.9999188184738159}",1.5,1.3651875,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.3651875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.281875, 'total_adjusted_duration': 1.3892028732726294, 'tempo_ratio': 0.922741397}, 'tcl': {'count': 1, 'total_original_duration': 0.884625, 'total_adjusted_duration': 0.8080119860797151, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.3520625, 'total_adjusted_duration': 0.29835747764711706, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.2256875, 'total_adjusted_duration': 0.20359055151773128, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 0.965875, 'total_adjusted_duration': 0.8448710255996423, 'tempo_ratio': 1.14322183}, 'dcl': {'count': 1, 'total_original_duration': 0.288875, 'total_adjusted_duration': 0.27564864663842864, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.1173125, 'total_adjusted_duration': 0.09599878158530534, 'tempo_ratio': 1.222020718}}}",0120.wav
YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,YOU WUCH TO GNAWL AL O BEM MY GRANDFATHER,YOU WUSH TO NAL AL OF THEM MY GRANDFATHER,"{'mean_confidence': 0.9348175525665283, 'min_confidence': 0.40485236048698425, 'max_confidence': 0.9999961853027344}","{'mean_confidence': 0.9401673078536987, 'min_confidence': 0.38132256269454956, 'max_confidence': 0.9999921321868896}",5.55,5.00375,0.625,0.625,"{'original_duration': 5.55, 'adjusted_duration': 5.00375, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.0249375, 'total_adjusted_duration': 3.278207209337981, 'tempo_ratio': 0.922741397}, 'y': {'count': 1, 'total_original_duration': 0.82, 'total_adjusted_duration': 0.6347660360920474, 'tempo_ratio': 1.291814548}, 'uw': {'count': 2, 'total_original_duration': 0.86825, 'total_adjusted_duration': 0.7495340981940981, 'tempo_ratio': 1.158386259}, 'w': {'count': 1, 'total_original_duration': 0.4891875, 'total_adjusted_duration': 0.3853442571558995, 'tempo_ratio': 1.269481745}, 'ih': {'count': 1, 'total_original_duration': 0.434125, 'total_adjusted_duration': 0.3502410873280199, 'tempo_ratio': 1.239503347}, 'sh': {'count': 1, 'total_original_duration': 0.592625, 'total_adjusted_duration': 0.545216497644293, 'tempo_ratio': 1.086953536}, 't': {'count': 2, 'total_original_duration': 0.7510625, 'total_adjusted_duration': 0.6364924212471872, 'tempo_ratio': 1.180002267}, 'n': {'count': 2, 'total_original_duration': 0.778625, 'total_adjusted_duration': 0.6390893568824986, 'tempo_ratio': 1.218335107}, 'ow': {'count': 1, 'total_original_duration': 0.5099375, 'total_adjusted_duration': 0.46446158671989735, 'tempo_ratio': 1.097911032}, 'ao': {'count': 1, 'total_original_duration': 1.0335625, 'total_adjusted_duration': 0.8670769975002904, 'tempo_ratio': 1.192007749}, 'l': {'count': 1, 'total_original_duration': 0.9026875, 'total_adjusted_duration': 0.7459715653369482, 'tempo_ratio': 1.210082987}, 'bcl': {'count': 1, 'total_original_duration': 0.1585, 'total_adjusted_duration': 0.1442659715193687, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.5856875, 'total_adjusted_duration': 0.5224513873763884, 'tempo_ratio': 1.121037314}, 'aw': {'count': 1, 'total_original_duration': 0.826875, 'total_adjusted_duration': 0.6070884664738808, 'tempo_ratio': 1.362033782}, 'm': {'count': 1, 'total_original_duration': 0.3651875, 'total_adjusted_duration': 0.29531955874522703, 'tempo_ratio': 1.236584199}, 'ay': {'count': 1, 'total_original_duration': 0.434125, 'total_adjusted_duration': 0.4181940220955081, 'tempo_ratio': 1.038094705}, 'gcl': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.20958460371464635, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.1585, 'total_adjusted_duration': 0.13581751410048862, 'tempo_ratio': 1.167007076}, 'r': {'count': 1, 'total_original_duration': 0.17225, 'total_adjusted_duration': 0.15538508999802475, 'tempo_ratio': 1.108536218}, 'ae': {'count': 1, 'total_original_duration': 0.399625, 'total_adjusted_duration': 0.319074319509091, 'tempo_ratio': 1.252451155}, 'f': {'count': 1, 'total_original_duration': 0.1791875, 'total_adjusted_duration': 0.15146728983033683, 'tempo_ratio': 1.183011198}, 'aa': {'count': 1, 'total_original_duration': 0.5168125, 'total_adjusted_duration': 0.39934007187539455, 'tempo_ratio': 1.294166392}, 'dh': {'count': 1, 'total_original_duration': 0.6063125, 'total_adjusted_duration': 0.4188709671071335, 'tempo_ratio': 1.447492301}, 'er': {'count': 1, 'total_original_duration': 0.4410625, 'total_adjusted_duration': 0.3225511381907766, 'tempo_ratio': 1.36741883}}}",0121.wav
TRACE,TRA,TRAC,"{'mean_confidence': 0.9491273164749146, 'min_confidence': 0.27187594771385193, 'max_confidence': 0.9999284744262695}","{'mean_confidence': 0.9378549456596375, 'min_confidence': 0.21800777316093445, 'max_confidence': 0.999907374382019}",1.5,1.32575,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.32575, 'phoneme_stats': {'tcl': {'count': 1, 'total_original_duration': 0.4468125, 'total_adjusted_duration': 0.40811627020516344, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.361125, 'total_adjusted_duration': 0.3060375476380334, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.225625, 'total_adjusted_duration': 0.20353417086098308, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 1.029125, 'total_adjusted_duration': 0.900197120973451, 'tempo_ratio': 1.14322183}, 's': {'count': 1, 'total_original_duration': 1.051625, 'total_adjusted_duration': 0.8672493658218653, 'tempo_ratio': 1.212598177}, 'noi': {'count': 1, 'total_original_duration': 1.0110625, 'total_adjusted_duration': 1.095715986393531, 'tempo_ratio': 0.922741397}}}",0122.wav
CYCLE,I GO,TICO,"{'mean_confidence': 0.9265761971473694, 'min_confidence': 0.3838629722595215, 'max_confidence': 0.9999204874038696}","{'mean_confidence': 0.9396703243255615, 'min_confidence': 0.4267055094242096, 'max_confidence': 0.9999492168426514}",1.65,1.4793125,2.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.4793125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.8965625, 'total_adjusted_duration': 2.055356469500631, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.988, 'total_adjusted_duration': 0.8147793875497472, 'tempo_ratio': 1.212598177}, 'ay': {'count': 1, 'total_original_duration': 0.546125, 'total_adjusted_duration': 0.5260839857573495, 'tempo_ratio': 1.038094705}, 'kcl': {'count': 1, 'total_original_duration': 0.2035625, 'total_adjusted_duration': 0.14916687964723208, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.2184375, 'total_adjusted_duration': 0.15330608937471824, 'tempo_ratio': 1.424845555}, 'ah': {'count': 1, 'total_original_duration': 0.2085625, 'total_adjusted_duration': 0.1313521605697683, 'tempo_ratio': 1.58781172}, 'l': {'count': 1, 'total_original_duration': 0.476625, 'total_adjusted_duration': 0.3938779448355305, 'tempo_ratio': 1.210082987}}}",0123.wav
ERROR,EREM,EM,"{'mean_confidence': 0.9545236825942993, 'min_confidence': 0.3914043605327606, 'max_confidence': 0.9999750852584839}","{'mean_confidence': 0.9468735456466675, 'min_confidence': 0.37442678213119507, 'max_confidence': 0.9999595880508423}",1.5,1.40475,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.40475, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.22975, 'total_adjusted_duration': 2.416440843826149, 'tempo_ratio': 0.922741397}, 'eh': {'count': 1, 'total_original_duration': 0.60025, 'total_adjusted_duration': 0.4619619260947038, 'tempo_ratio': 1.299349505}, 'r': {'count': 1, 'total_original_duration': 0.374625, 'total_adjusted_duration': 0.33794565654867936, 'tempo_ratio': 1.108536218}, 'er': {'count': 1, 'total_original_duration': 0.92075, 'total_adjusted_duration': 0.6733489255811987, 'tempo_ratio': 1.36741883}}}",0124.wav
OF,O,AL,"{'mean_confidence': 0.9364411234855652, 'min_confidence': 0.44055166840553284, 'max_confidence': 0.9998763799667358}","{'mean_confidence': 0.9252515435218811, 'min_confidence': 0.32048168778419495, 'max_confidence': 0.9997585415840149}",1.2,1.031125,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.031125, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 1.3756875, 'total_adjusted_duration': 1.4908700362556726, 'tempo_ratio': 0.922741397}, 'ah': {'count': 1, 'total_original_duration': 1.3540625, 'total_adjusted_duration': 0.8527853037890412, 'tempo_ratio': 1.58781172}, 'v': {'count': 1, 'total_original_duration': 0.574125, 'total_adjusted_duration': 0.4166227472696461, 'tempo_ratio': 1.378045255}}}",0125.wav
I JUST TRY TO DO MY BEST,I DI TRY TO DO MY BEST,I DID TRY TO DO MY BEST,"{'mean_confidence': 0.9768027663230896, 'min_confidence': 0.427493691444397, 'max_confidence': 0.9999967813491821}","{'mean_confidence': 0.9716138243675232, 'min_confidence': 0.47972726821899414, 'max_confidence': 0.9999958276748657}",3.9,3.49275,0.14285714285714285,0.14285714285714285,"{'original_duration': 3.9, 'adjusted_duration': 3.49275, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9156250000000001, 'total_adjusted_duration': 2.0760150202733345, 'tempo_ratio': 0.922741397}, 'ay': {'count': 3, 'total_original_duration': 2.2601250000000004, 'total_adjusted_duration': 2.1771857510823156, 'tempo_ratio': 1.038094705}, 'jh': {'count': 1, 'total_original_duration': 0.7304375, 'total_adjusted_duration': 0.5492250752716842, 'tempo_ratio': 1.329942009}, 'ah': {'count': 1, 'total_original_duration': 0.4271875, 'total_adjusted_duration': 0.26904165942294467, 'tempo_ratio': 1.58781172}, 's': {'count': 2, 'total_original_duration': 1.4676874999999998, 'total_adjusted_duration': 1.2103659133243112, 'tempo_ratio': 1.212598177}, 't': {'count': 2, 'total_original_duration': 0.4616875, 'total_adjusted_duration': 0.3912598415372366, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.2066875, 'total_adjusted_duration': 0.18645083186628006, 'tempo_ratio': 1.108536218}, 'tcl': {'count': 1, 'total_original_duration': 0.1929375, 'total_adjusted_duration': 0.1762281334624898, 'tempo_ratio': 1.09481668}, 'uw': {'count': 2, 'total_original_duration': 0.799375, 'total_adjusted_duration': 0.6900763832351364, 'tempo_ratio': 1.158386259}, 'dcl': {'count': 1, 'total_original_duration': 0.3169375, 'total_adjusted_duration': 0.30242628453125736, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.1929375, 'total_adjusted_duration': 0.1578839844186668, 'tempo_ratio': 1.222020718}, 'm': {'count': 1, 'total_original_duration': 0.509875, 'total_adjusted_duration': 0.4123253397644296, 'tempo_ratio': 1.236584199}, 'bcl': {'count': 1, 'total_original_duration': 0.2480625, 'total_adjusted_duration': 0.22578534738185108, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.2686875, 'total_adjusted_duration': 0.23967757062545023, 'tempo_ratio': 1.121037314}, 'eh': {'count': 1, 'total_original_duration': 0.7304375, 'total_adjusted_duration': 0.562156292197918, 'tempo_ratio': 1.299349505}}}",0126.wav
BOTH FIGURES WOULD GO HIGHER IN LATER YEARS,FARS FAIRGODS WERE GAL HI AND AN NICDO USE,FAR WAS FARY GOD E GAL HIGH AND AN I DO USE,"{'mean_confidence': 0.9143264889717102, 'min_confidence': 0.4017685353755951, 'max_confidence': 0.9999821186065674}","{'mean_confidence': 0.9010230898857117, 'min_confidence': 0.38742396235466003, 'max_confidence': 0.9999815225601196}",6.3,5.8889375,1.125,1.5,"{'original_duration': 6.3, 'adjusted_duration': 5.8889375, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 4.589124999999999, 'total_adjusted_duration': 4.9733598329066835, 'tempo_ratio': 0.922741397}, 'bcl': {'count': 1, 'total_original_duration': 0.33075, 'total_adjusted_duration': 0.3010471298424681, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.1998125, 'total_adjusted_duration': 0.1782389377272771, 'tempo_ratio': 1.121037314}, 'ow': {'count': 2, 'total_original_duration': 1.199, 'total_adjusted_duration': 1.092073915876273, 'tempo_ratio': 1.097911032}, 'th': {'count': 1, 'total_original_duration': 1.0266875, 'total_adjusted_duration': 0.9008340337490229, 'tempo_ratio': 1.139707717}, 'f': {'count': 1, 'total_original_duration': 0.4548125, 'total_adjusted_duration': 0.38445325012046083, 'tempo_ratio': 1.183011198}, 'ih': {'count': 2, 'total_original_duration': 0.7924375, 'total_adjusted_duration': 0.6393185640990448, 'tempo_ratio': 1.239503347}, 'gcl': {'count': 2, 'total_original_duration': 0.558125, 'total_adjusted_duration': 0.5304961766359955, 'tempo_ratio': 1.052081098}, 'g': {'count': 2, 'total_original_duration': 0.35831250000000003, 'total_adjusted_duration': 0.30703541338253204, 'tempo_ratio': 1.167007076}, 'er': {'count': 3, 'total_original_duration': 2.0948124999999997, 'total_adjusted_duration': 1.5319465068358022, 'tempo_ratio': 1.36741883}, 'z': {'count': 2, 'total_original_duration': 0.9646875, 'total_adjusted_duration': 0.6475666675434808, 'tempo_ratio': 1.489711482}, 'w': {'count': 1, 'total_original_duration': 0.3031875, 'total_adjusted_duration': 0.23882777455771922, 'tempo_ratio': 1.269481745}, 'uh': {'count': 1, 'total_original_duration': 0.4755, 'total_adjusted_duration': 0.2792273777869406, 'tempo_ratio': 1.702913245}, 'hh': {'count': 1, 'total_original_duration': 0.26875, 'total_adjusted_duration': 0.22325609987584882, 'tempo_ratio': 1.2037745}, 'ay': {'count': 1, 'total_original_duration': 0.620125, 'total_adjusted_duration': 0.5973684260339234, 'tempo_ratio': 1.038094705}, 'l': {'count': 1, 'total_original_duration': 0.8406875, 'total_adjusted_duration': 0.6947354099111882, 'tempo_ratio': 1.210082987}, 'ey': {'count': 1, 'total_original_duration': 0.6615, 'total_adjusted_duration': 0.5786278591268678, 'tempo_ratio': 1.14322183}, 'tcl': {'count': 1, 'total_original_duration': 0.1584375, 'total_adjusted_duration': 0.14471600852847802, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.1446875, 'total_adjusted_duration': 0.12261628985497533, 'tempo_ratio': 1.180002267}, 'y': {'count': 1, 'total_original_duration': 0.61325, 'total_adjusted_duration': 0.4747198434554245, 'tempo_ratio': 1.291814548}, 'r': {'count': 1, 'total_original_duration': 0.45475, 'total_adjusted_duration': 0.4102256584998651, 'tempo_ratio': 1.108536218}, 'dcl': {'count': 1, 'total_original_duration': 0.2480625, 'total_adjusted_duration': 0.23670477682992716, 'tempo_ratio': 1.047982653}}}",0127.wav
MENU,REIM,RER YO,"{'mean_confidence': 0.9340360164642334, 'min_confidence': 0.22618865966796875, 'max_confidence': 0.9999722242355347}","{'mean_confidence': 0.9342827796936035, 'min_confidence': 0.2562853991985321, 'max_confidence': 0.9999524354934692}",2.4,2.5245625,1.0,2.0,"{'original_duration': 2.4, 'adjusted_duration': 2.5245625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.9276875, 'total_adjusted_duration': 4.256541987570543, 'tempo_ratio': 0.922741397}, 'm': {'count': 1, 'total_original_duration': 0.4754375, 'total_adjusted_duration': 0.3844764476082393, 'tempo_ratio': 1.236584199}, 'eh': {'count': 1, 'total_original_duration': 0.3928125, 'total_adjusted_duration': 0.3023147340176191, 'tempo_ratio': 1.299349505}, 'n': {'count': 1, 'total_original_duration': 0.3031875, 'total_adjusted_duration': 0.24885394688047843, 'tempo_ratio': 1.218335107}, 'y': {'count': 1, 'total_original_duration': 0.5856875, 'total_adjusted_duration': 0.45338357654105005, 'tempo_ratio': 1.291814548}, 'uw': {'count': 1, 'total_original_duration': 0.9164375, 'total_adjusted_duration': 0.7911329169176549, 'tempo_ratio': 1.158386259}}}",0128.wav
SIDE,SHIDE,SHIDE,"{'mean_confidence': 0.9709023833274841, 'min_confidence': 0.472657710313797, 'max_confidence': 0.9999926090240479}","{'mean_confidence': 0.9700270295143127, 'min_confidence': 0.5227153897285461, 'max_confidence': 0.99998939037323}",2.25,2.3413125,1.0,1.0,"{'original_duration': 2.25, 'adjusted_duration': 2.3413125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.8435, 'total_adjusted_duration': 3.0815784457538538, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 1.00875, 'total_adjusted_duration': 0.8318914040392789, 'tempo_ratio': 1.212598177}, 'ay': {'count': 1, 'total_original_duration': 1.42175, 'total_adjusted_duration': 1.3695763913948487, 'tempo_ratio': 1.038094705}, 'd': {'count': 1, 'total_original_duration': 0.914, 'total_adjusted_duration': 0.7479414927562628, 'tempo_ratio': 1.222020718}}}",0129.wav
I TRIED TO TELL PEOPLE IN THE COMMUNITY,I TRY TO TAV PROPLE IN THE COMENA TO,I'D TRY TO TAP PEOPLE IN THE COMUNED YOU,"{'mean_confidence': 0.9176716208457947, 'min_confidence': 0.39594048261642456, 'max_confidence': 0.9999984502792358}","{'mean_confidence': 0.9246954917907715, 'min_confidence': 0.3409191071987152, 'max_confidence': 0.9999982118606567}",4.65,4.32225,0.625,0.625,"{'original_duration': 4.65, 'adjusted_duration': 4.32225, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9913750000000001, 'total_adjusted_duration': 2.1581073597373237, 'tempo_ratio': 0.922741397}, 'ay': {'count': 2, 'total_original_duration': 1.5711249999999999, 'total_adjusted_duration': 1.5134698139125948, 'tempo_ratio': 1.038094705}, 't': {'count': 4, 'total_original_duration': 0.6959375000000001, 'total_adjusted_duration': 0.5897764093024407, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.33075, 'total_adjusted_duration': 0.29836643551144665, 'tempo_ratio': 1.108536218}, 'dcl': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.21040424607104635, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.0964375, 'total_adjusted_duration': 0.07891641981146837, 'tempo_ratio': 1.222020718}, 'uw': {'count': 2, 'total_original_duration': 0.86825, 'total_adjusted_duration': 0.7495340981940981, 'tempo_ratio': 1.158386259}, 'tcl': {'count': 2, 'total_original_duration': 0.2686875, 'total_adjusted_duration': 0.24541779907847217, 'tempo_ratio': 1.09481668}, 'eh': {'count': 1, 'total_original_duration': 0.6959375, 'total_adjusted_duration': 0.5356045446756068, 'tempo_ratio': 1.299349505}, 'pcl': {'count': 2, 'total_original_duration': 0.4685625, 'total_adjusted_duration': 0.35137128816348595, 'tempo_ratio': 1.333525293}, 'p': {'count': 2, 'total_original_duration': 0.420375, 'total_adjusted_duration': 0.3115004517373438, 'tempo_ratio': 1.349516502}, 'iy': {'count': 2, 'total_original_duration': 0.99225, 'total_adjusted_duration': 0.785511273728257, 'tempo_ratio': 1.263190018}, 'ah': {'count': 4, 'total_original_duration': 1.4815, 'total_adjusted_duration': 0.9330451345956812, 'tempo_ratio': 1.58781172}, 'ih': {'count': 1, 'total_original_duration': 0.385875, 'total_adjusted_duration': 0.31131420575341134, 'tempo_ratio': 1.239503347}, 'n': {'count': 2, 'total_original_duration': 0.83375, 'total_adjusted_duration': 0.6843355290425855, 'tempo_ratio': 1.218335107}, 'dh': {'count': 1, 'total_original_duration': 0.1309375, 'total_adjusted_duration': 0.09045816679614935, 'tempo_ratio': 1.447492301}, 'kcl': {'count': 1, 'total_original_duration': 0.1860625, 'total_adjusted_duration': 0.13634319948105922, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.2618125, 'total_adjusted_duration': 0.18374798523338903, 'tempo_ratio': 1.424845555}, 'm': {'count': 1, 'total_original_duration': 0.482375, 'total_adjusted_duration': 0.3900866600026805, 'tempo_ratio': 1.236584199}, 'y': {'count': 1, 'total_original_duration': 0.39275, 'total_adjusted_duration': 0.3040297081404288, 'tempo_ratio': 1.291814548}}}",0130.wav
SIGH,SI,SY,"{'mean_confidence': 0.9515331983566284, 'min_confidence': 0.33044296503067017, 'max_confidence': 0.9999902248382568}","{'mean_confidence': 0.9521934986114502, 'min_confidence': 0.4010409116744995, 'max_confidence': 0.9999899864196777}",1.95,1.99875,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.99875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.91025, 'total_adjusted_duration': 3.1539172399349935, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.7745625, 'total_adjusted_duration': 0.6387627119119444, 'tempo_ratio': 1.212598177}, 'ay': {'count': 1, 'total_original_duration': 1.678125, 'total_adjusted_duration': 1.6165432613395327, 'tempo_ratio': 1.038094705}}}",0131.wav
LOOP,NYRP,NIR,"{'mean_confidence': 0.9578678011894226, 'min_confidence': 0.39920565485954285, 'max_confidence': 0.9992295503616333}","{'mean_confidence': 0.9325467348098755, 'min_confidence': 0.3245539665222168, 'max_confidence': 0.9985429048538208}",1.5,1.4555625,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.4555625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.7396875, 'total_adjusted_duration': 2.9690740102343103, 'tempo_ratio': 0.922741397}, 'l': {'count': 1, 'total_original_duration': 0.3114375, 'total_adjusted_duration': 0.2573687121840347, 'tempo_ratio': 1.210082987}, 'uw': {'count': 1, 'total_original_duration': 0.618375, 'total_adjusted_duration': 0.5338245297676654, 'tempo_ratio': 1.158386259}, 'pcl': {'count': 1, 'total_original_duration': 0.297875, 'total_adjusted_duration': 0.2233740908879784, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.1489375, 'total_adjusted_duration': 0.1103636004296893, 'tempo_ratio': 1.349516502}}}",0132.wav
HERE,HERE,HERE,"{'mean_confidence': 0.9879484176635742, 'min_confidence': 0.8044763803482056, 'max_confidence': 0.9999955892562866}","{'mean_confidence': 0.9691711068153381, 'min_confidence': 0.5127851366996765, 'max_confidence': 0.9999985694885254}",1.35,1.2025,0.0,0.0,"{'original_duration': 1.35, 'adjusted_duration': 1.2025, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.1205, 'total_adjusted_duration': 2.298043641364884, 'tempo_ratio': 0.922741397}, 'hh': {'count': 1, 'total_original_duration': 0.4143125, 'total_adjusted_duration': 0.3441778339713958, 'tempo_ratio': 1.2037745}, 'ih': {'count': 1, 'total_original_duration': 0.524, 'total_adjusted_duration': 0.42274996777398777, 'tempo_ratio': 1.239503347}, 'r': {'count': 1, 'total_original_duration': 0.6418125, 'total_adjusted_duration': 0.578972964147212, 'tempo_ratio': 1.108536218}}}",0133.wav
