reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
GOAT,GORT,GOD,"{'mean_confidence': 0.9899427890777588, 'min_confidence': 0.5049682855606079, 'max_confidence': 0.9999979734420776}","{'mean_confidence': 0.9819580316543579, 'min_confidence': 0.46699416637420654, 'max_confidence': 0.9999829530715942}",3.095,2.8116875,1.0,1.0,"{'original_duration': 3.095, 'adjusted_duration': 2.8116875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.1219375, 'total_adjusted_duration': 2.1219375, 'tempo_ratio': 1.0}, 'gcl': {'count': 1, 'total_original_duration': 0.24, 'total_adjusted_duration': 0.15860976049466197, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.03325, 'total_adjusted_duration': 0.018048583347097483, 'tempo_ratio': 1.842249852}, 'ow': {'count': 1, 'total_original_duration': 0.4936875, 'total_adjusted_duration': 0.36977311005090174, 'tempo_ratio': 1.335109251}, 'tcl': {'count': 1, 'total_original_duration': 0.1178125, 'total_adjusted_duration': 0.08427882008278385, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.085625, 'total_adjusted_duration': 0.05904257884965743, 'tempo_ratio': 1.450224595}}}",0054.wav
FEED,FIB,HIB,"{'mean_confidence': 0.984880268573761, 'min_confidence': 0.6523369550704956, 'max_confidence': 0.9999966621398926}","{'mean_confidence': 0.984860897064209, 'min_confidence': 0.35657867789268494, 'max_confidence': 0.9999933242797852}",3.41,3.045125,1.0,1.0,"{'original_duration': 3.41, 'adjusted_duration': 3.045125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.55, 'total_adjusted_duration': 2.55, 'tempo_ratio': 1.0}, 'f': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.1259737839080381, 'tempo_ratio': 1.925003699}, 'iy': {'count': 1, 'total_original_duration': 0.39, 'total_adjusted_duration': 0.223450019986086, 'tempo_ratio': 1.745356747}, 'dcl': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.1021284949891193, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.043573713066506856, 'tempo_ratio': 1.606473148}}}",0055.wav
GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,GA ME DO O I BE O YEM A BUN ONTE BEI I'L BEDOD MODRY BAK,GIN IN TE O A BILOW HEN A BULN ENDE FELING AL BDID MULDERY BIK,"{'mean_confidence': 0.9200734496116638, 'min_confidence': 0.36681169271469116, 'max_confidence': 0.9999977350234985}","{'mean_confidence': 0.9000492095947266, 'min_confidence': 0.3828379213809967, 'max_confidence': 0.9999973773956299}",12.435,8.8419375,1.25,1.1666666666666667,"{'original_duration': 12.435, 'adjusted_duration': 8.8419375, 'phoneme_stats': {'sil': {'count': 6, 'total_original_duration': 3.5223125, 'total_adjusted_duration': 3.5223125, 'tempo_ratio': 1.0}, 'gcl': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.1900012755925638, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.031211835863401663, 'tempo_ratio': 1.842249852}, 'ih': {'count': 4, 'total_original_duration': 0.7925, 'total_adjusted_duration': 0.514440954473403, 'tempo_ratio': 1.540507211}, 'v': {'count': 2, 'total_original_duration': 0.1608125, 'total_adjusted_duration': 0.06542866572978011, 'tempo_ratio': 2.457829427}, 'ng': {'count': 2, 'total_original_duration': 0.5425, 'total_adjusted_duration': 0.2846194991902866, 'tempo_ratio': 1.906053526}, 'dh': {'count': 3, 'total_original_duration': 0.183, 'total_adjusted_duration': 0.07774755051201426, 'tempo_ratio': 2.353771904}, 'ow': {'count': 2, 'total_original_duration': 0.8338749999999999, 'total_adjusted_duration': 0.6245743555259059, 'tempo_ratio': 1.335109251}, 'hh': {'count': 2, 'total_original_duration': 0.34750000000000003, 'total_adjusted_duration': 0.19613694265532355, 'tempo_ratio': 1.771721305}, 'uw': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.25755593209137545, 'tempo_ratio': 1.349221496}, 'ah': {'count': 6, 'total_original_duration': 1.2280625, 'total_adjusted_duration': 0.7004707466863557, 'tempo_ratio': 1.753195984}, 'bcl': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07845827164504426, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.04116694198129457, 'tempo_ratio': 1.51820847}, 'z': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.06956468340338481, 'tempo_ratio': 2.587519862}, 'er': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.1024626784130049, 'tempo_ratio': 2.147123259}, 'm': {'count': 3, 'total_original_duration': 0.509625, 'total_adjusted_duration': 0.28346985052215523, 'tempo_ratio': 1.79781024}, 'pcl': {'count': 2, 'total_original_duration': 0.3575, 'total_adjusted_duration': 0.26839933263538246, 'tempo_ratio': 1.331970525}, 'p': {'count': 2, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.09457206973276235, 'tempo_ratio': 1.348178171}, 'r': {'count': 2, 'total_original_duration': 0.34950000000000003, 'total_adjusted_duration': 0.17040684973750664, 'tempo_ratio': 2.050973893}, 'n': {'count': 2, 'total_original_duration': 0.27749999999999997, 'total_adjusted_duration': 0.16207642915341935, 'tempo_ratio': 1.712155194}, 'aw': {'count': 1, 'total_original_duration': 0.425, 'total_adjusted_duration': 0.1541232459627751, 'tempo_ratio': 2.75753341}, 't': {'count': 3, 'total_original_duration': 0.304125, 'total_adjusted_duration': 0.20970889684849126, 'tempo_ratio': 1.450224595}, 'f': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.029870072473039962, 'tempo_ratio': 1.925003699}, 'iy': {'count': 2, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.17188463075852767, 'tempo_ratio': 1.745356747}, 'l': {'count': 1, 'total_original_duration': 0.1025, 'total_adjusted_duration': 0.056536840802892396, 'tempo_ratio': 1.812977141}, 'dcl': {'count': 1, 'total_original_duration': 0.0836875, 'total_adjusted_duration': 0.05604510442230768, 'tempo_ratio': 1.493216952}, 'tcl': {'count': 2, 'total_original_duration': 0.177375, 'total_adjusted_duration': 0.12688768774267406, 'tempo_ratio': 1.397889765}, 's': {'count': 1, 'total_original_duration': 0.015125, 'total_adjusted_duration': 0.010846075688491226, 'tempo_ratio': 1.394513595}, 'eh': {'count': 1, 'total_original_duration': 0.2325, 'total_adjusted_duration': 0.14571864710428323, 'tempo_ratio': 1.595540479}, 'kcl': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.09776440738493435, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.04755012132971788, 'tempo_ratio': 1.629859143}}}",0056.wav
SIP,IP,IP,"{'mean_confidence': 0.9780207872390747, 'min_confidence': 0.5110563039779663, 'max_confidence': 0.9999979734420776}","{'mean_confidence': 0.9917765855789185, 'min_confidence': 0.5556017160415649, 'max_confidence': 0.9999963045120239}",3.91,3.7108125,1.0,1.0,"{'original_duration': 3.91, 'adjusted_duration': 3.7108125, 'phoneme_stats': {'sil': {'count': 4, 'total_original_duration': 2.2, 'total_adjusted_duration': 2.2, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 0.79, 'total_adjusted_duration': 0.8520117854886131, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.25, 'total_adjusted_duration': 0.17927397832216901, 'tempo_ratio': 1.394513595}, 'ih': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.10873042255431546, 'tempo_ratio': 1.540507211}, 'pcl': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.15015347280301117, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.2206681627097788, 'tempo_ratio': 1.348178171}}}",0057.wav
I CAN READ,HOW HE CAME RE,OW WE GOING RIN,"{'mean_confidence': 0.9694044589996338, 'min_confidence': 0.3117440342903137, 'max_confidence': 0.9999978542327881}","{'mean_confidence': 0.9537400603294373, 'min_confidence': 0.47195273637771606, 'max_confidence': 0.9999945163726807}",4.2900625,3.6995,1.3333333333333333,1.3333333333333333,"{'original_duration': 4.2900625, 'adjusted_duration': 3.6995, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 0.9275, 'total_adjusted_duration': 1.0003049760008715, 'tempo_ratio': 0.927217221}, 'sil': {'count': 4, 'total_original_duration': 1.6949999999999998, 'total_adjusted_duration': 1.6949999999999998, 'tempo_ratio': 1.0}, 'ay': {'count': 1, 'total_original_duration': 0.4725, 'total_adjusted_duration': 0.33192657371968126, 'tempo_ratio': 1.423507599}, 'k': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.08743086825141673, 'tempo_ratio': 1.629859143}, 'ae': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.08321228421012804, 'tempo_ratio': 1.95283667}, 'n': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.1576959851222459, 'tempo_ratio': 1.712155194}, 'r': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.07557385324553226, 'tempo_ratio': 2.050973893}, 'iy': {'count': 1, 'total_original_duration': 0.3625, 'total_adjusted_duration': 0.20769392883322094, 'tempo_ratio': 1.745356747}, 'd': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.060691957485491686, 'tempo_ratio': 1.606473148}}}",0058.wav
AIR,HERE,E,"{'mean_confidence': 0.9863152503967285, 'min_confidence': 0.5445461869239807, 'max_confidence': 0.9999980926513672}","{'mean_confidence': 0.9832860827445984, 'min_confidence': 0.44787895679473877, 'max_confidence': 0.9999972581863403}",3.085,2.8401875,1.0,1.0,"{'original_duration': 3.085, 'adjusted_duration': 2.8401875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.5275, 'total_adjusted_duration': 2.5275, 'tempo_ratio': 1.0}, 'eh': {'count': 1, 'total_original_duration': 0.3025, 'total_adjusted_duration': 0.1895909279528846, 'tempo_ratio': 1.595540479}, 'r': {'count': 1, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.12311224480320579, 'tempo_ratio': 2.050973893}}}",0059.wav
RATE,RAIT,RIAT,"{'mean_confidence': 0.9863526225090027, 'min_confidence': 0.48111799359321594, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9854802489280701, 'min_confidence': 0.3578643202781677, 'max_confidence': 0.9999878406524658}",4.06,3.7286875,1.0,1.0,"{'original_duration': 4.06, 'adjusted_duration': 3.7286875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.1925, 'total_adjusted_duration': 3.1925, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.3275, 'total_adjusted_duration': 0.1596802383091085, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.2167777518300397, 'tempo_ratio': 1.441568599}, 'tcl': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.1287655182166671, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.045, 'total_adjusted_duration': 0.03102967647573237, 'tempo_ratio': 1.450224595}}}",0060.wav
FARM,BFOM,TON,"{'mean_confidence': 0.9749310612678528, 'min_confidence': 0.26967519521713257, 'max_confidence': 0.9999924898147583}","{'mean_confidence': 0.9754251837730408, 'min_confidence': 0.28964105248451233, 'max_confidence': 0.9999788999557495}",4.88,4.5760625,1.0,1.0,"{'original_duration': 4.88, 'adjusted_duration': 4.5760625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.6325000000000003, 'total_adjusted_duration': 2.6325000000000003, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 1.3375, 'total_adjusted_duration': 1.4424883077101518, 'tempo_ratio': 0.927217221}, 'f': {'count': 1, 'total_original_duration': 0.235, 'total_adjusted_duration': 0.12207768749851114, 'tempo_ratio': 1.925003699}, 'aa': {'count': 1, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.18676807377855886, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.09629571623221048, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.09595005977939028, 'tempo_ratio': 1.79781024}}}",0061.wav
SLIP,ZIP,ZIP,"{'mean_confidence': 0.9845786094665527, 'min_confidence': 0.5527682304382324, 'max_confidence': 0.9999959468841553}","{'mean_confidence': 0.9916672110557556, 'min_confidence': 0.7546203136444092, 'max_confidence': 0.9999933242797852}",3.45,3.0570625,1.0,1.0,"{'original_duration': 3.45, 'adjusted_duration': 3.0570625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.1975000000000002, 'total_adjusted_duration': 2.1975000000000002, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.48, 'total_adjusted_duration': 0.3442060383785645, 'tempo_ratio': 1.394513595}, 'l': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.08963157688263429, 'tempo_ratio': 1.812977141}, 'ih': {'count': 1, 'total_original_duration': 0.29, 'total_adjusted_duration': 0.1882496868104566, 'tempo_ratio': 1.540507211}, 'pcl': {'count': 1, 'total_original_duration': 0.2225, 'total_adjusted_duration': 0.16704573849334992, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.07046546372245037, 'tempo_ratio': 1.348178171}}}",0062.wav
TRADE,DRABE,DRABE,"{'mean_confidence': 0.9852081537246704, 'min_confidence': 0.4993859827518463, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9801082015037537, 'min_confidence': 0.49357375502586365, 'max_confidence': 0.9999986886978149}",4.095,3.6871875,1.0,1.0,"{'original_duration': 4.095, 'adjusted_duration': 3.6871875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.835, 'total_adjusted_duration': 2.835, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.08627967447985956, 'tempo_ratio': 0.927217221}, 'tcl': {'count': 1, 'total_original_duration': 0.215, 'total_adjusted_duration': 0.15380325786990792, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.03620128922168776, 'tempo_ratio': 1.450224595}, 'r': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.0926389168816202, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.45, 'total_adjusted_duration': 0.31215996263525714, 'tempo_ratio': 1.441568599}, 'dcl': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.08706035638416727, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.135, 'total_adjusted_duration': 0.08403501805683465, 'tempo_ratio': 1.606473148}}}",0064.wav
TWO,BER,BER,"{'mean_confidence': 0.9867964386940002, 'min_confidence': 0.5957098007202148, 'max_confidence': 0.9999681711196899}","{'mean_confidence': 0.9837606549263, 'min_confidence': 0.32493487000465393, 'max_confidence': 0.9999309778213501}",4.515,4.3685,1.0,1.0,"{'original_duration': 4.515, 'adjusted_duration': 4.3685, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.795, 'total_adjusted_duration': 3.795, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.15638190999474544, 'tempo_ratio': 0.927217221}, 'tcl': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.10372777856342627, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0325, 'total_adjusted_duration': 0.022410321899140044, 'tempo_ratio': 1.450224595}, 'uw': {'count': 1, 'total_original_duration': 0.3925, 'total_adjusted_duration': 0.2909084988370212, 'tempo_ratio': 1.349221496}}}",0065.wav
USUALLY MINUS SEVERAL BUTTONS,YOU ARE AWAY MY MID ELAVRIL BADIN,YOU AIN MYNED ELABRO BEDIN,"{'mean_confidence': 0.9386509656906128, 'min_confidence': 0.32894495129585266, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9341632723808289, 'min_confidence': 0.34455037117004395, 'max_confidence': 0.9999996423721313}",7.8650625,6.12075,1.75,1.25,"{'original_duration': 7.8650625, 'adjusted_duration': 6.12075, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.9013125, 'total_adjusted_duration': 2.9013125, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.355, 'total_adjusted_duration': 0.38286605550437675, 'tempo_ratio': 0.927217221}, 'y': {'count': 2, 'total_original_duration': 0.29625, 'total_adjusted_duration': 0.1707489144216297, 'tempo_ratio': 1.73500371}, 'uw': {'count': 1, 'total_original_duration': 0.3170625, 'total_adjusted_duration': 0.23499662652869566, 'tempo_ratio': 1.349221496}, 'zh': {'count': 1, 'total_original_duration': 0.0771875, 'total_adjusted_duration': 0.04733326930165316, 'tempo_ratio': 1.630724037}, 'ah': {'count': 4, 'total_original_duration': 0.7949999999999999, 'total_adjusted_duration': 0.4534575753397345, 'tempo_ratio': 1.753195984}, 'l': {'count': 2, 'total_original_duration': 0.19056250000000002, 'total_adjusted_duration': 0.1051102607365969, 'tempo_ratio': 1.812977141}, 'iy': {'count': 1, 'total_original_duration': 0.309875, 'total_adjusted_duration': 0.1775424998543292, 'tempo_ratio': 1.745356747}, 'm': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.09595005977939028, 'tempo_ratio': 1.79781024}, 'ay': {'count': 1, 'total_original_duration': 0.2155, 'total_adjusted_duration': 0.15138661722029909, 'tempo_ratio': 1.423507599}, 'n': {'count': 2, 'total_original_duration': 0.351875, 'total_adjusted_duration': 0.20551583246255656, 'tempo_ratio': 1.712155194}, 'ih': {'count': 1, 'total_original_duration': 0.156375, 'total_adjusted_duration': 0.10150877508615569, 'tempo_ratio': 1.540507211}, 's': {'count': 2, 'total_original_duration': 0.23875000000000002, 'total_adjusted_duration': 0.17120664929767143, 'tempo_ratio': 1.394513595}, 'eh': {'count': 1, 'total_original_duration': 0.33825, 'total_adjusted_duration': 0.2119971285291346, 'tempo_ratio': 1.595540479}, 'v': {'count': 1, 'total_original_duration': 0.1563125, 'total_adjusted_duration': 0.06359778196275945, 'tempo_ratio': 2.457829427}, 'r': {'count': 1, 'total_original_duration': 0.119375, 'total_adjusted_duration': 0.058204056330228474, 'tempo_ratio': 2.050973893}, 'bcl': {'count': 1, 'total_original_duration': 0.6096875, 'total_adjusted_duration': 0.4071066169667058, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0540625, 'total_adjusted_duration': 0.0356094048138198, 'tempo_ratio': 1.51820847}, 'tcl': {'count': 1, 'total_original_duration': 0.1620625, 'total_adjusted_duration': 0.11593367664438119, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.042625, 'total_adjusted_duration': 0.02939199910617983, 'tempo_ratio': 1.450224595}}}",0066.wav
BORN,LIM,MON,"{'mean_confidence': 0.9646985530853271, 'min_confidence': 0.33241361379623413, 'max_confidence': 0.9999967813491821}","{'mean_confidence': 0.9774665832519531, 'min_confidence': 0.44253963232040405, 'max_confidence': 0.9999969005584717}",4.135,3.720375,1.0,1.0,"{'original_duration': 4.135, 'adjusted_duration': 3.720375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 3.0425, 'total_adjusted_duration': 3.0425, 'tempo_ratio': 1.0}, 'bcl': {'count': 1, 'total_original_duration': 0.25, 'total_adjusted_duration': 0.16693249286179632, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0375, 'total_adjusted_duration': 0.02470016518877674, 'tempo_ratio': 1.51820847}, 'ao': {'count': 1, 'total_original_duration': 0.3775, 'total_adjusted_duration': 0.2536569354172402, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.07923065259612254, 'tempo_ratio': 2.050973893}, 'n': {'count': 1, 'total_original_duration': 0.2625, 'total_adjusted_duration': 0.1533155410910724, 'tempo_ratio': 1.712155194}}}",0067.wav
RIGHT,RUMP,RAMP,"{'mean_confidence': 0.9855254888534546, 'min_confidence': 0.41038888692855835, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9873704314231873, 'min_confidence': 0.426178514957428, 'max_confidence': 0.9999985694885254}",3.64,3.2495625,1.0,1.0,"{'original_duration': 3.64, 'adjusted_duration': 3.2495625, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.5599999999999996, 'total_adjusted_duration': 2.5599999999999996, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.3175, 'total_adjusted_duration': 0.1548045058416548, 'tempo_ratio': 2.050973893}, 'ay': {'count': 1, 'total_original_duration': 0.49, 'total_adjusted_duration': 0.3442201505241139, 'tempo_ratio': 1.423507599}, 'tcl': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.11982346834050968, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.1025, 'total_adjusted_duration': 0.07067870752805706, 'tempo_ratio': 1.450224595}}}",0068.wav
KNOW,MO,MO,"{'mean_confidence': 0.9882987141609192, 'min_confidence': 0.45770370960235596, 'max_confidence': 0.999996542930603}","{'mean_confidence': 0.9773181676864624, 'min_confidence': 0.5147185325622559, 'max_confidence': 0.999996542930603}",3.33,3.0371875,1.0,1.0,"{'original_duration': 3.33, 'adjusted_duration': 3.0371875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.4175000000000004, 'total_adjusted_duration': 2.4175000000000004, 'tempo_ratio': 1.0}, 'n': {'count': 1, 'total_original_duration': 0.3525, 'total_adjusted_duration': 0.20588086946515433, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.5525, 'total_adjusted_duration': 0.4138238122357224, 'tempo_ratio': 1.335109251}}}",0069.wav
PAT,BRIPE,BAD,"{'mean_confidence': 0.9831912517547607, 'min_confidence': 0.5017455816268921, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.9819254279136658, 'min_confidence': 0.34141772985458374, 'max_confidence': 0.9999938011169434}",3.0600625,2.7806875,1.0,1.0,"{'original_duration': 3.0600625, 'adjusted_duration': 2.7806875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.3649999999999998, 'total_adjusted_duration': 2.3649999999999998, 'tempo_ratio': 1.0}, 'p': {'count': 1, 'total_original_duration': 0.0376875, 'total_adjusted_duration': 0.027954391200419457, 'tempo_ratio': 1.348178171}, 'ae': {'count': 1, 'total_original_duration': 0.3848125, 'total_adjusted_duration': 0.19705308995452242, 'tempo_ratio': 1.95283667}, 'tcl': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.12518869826620413, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.06550709478210168, 'tempo_ratio': 1.450224595}}}",0070.wav
RAGE,RAGE,RAIG,"{'mean_confidence': 0.9917256832122803, 'min_confidence': 0.6210739016532898, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9767962694168091, 'min_confidence': 0.43133631348609924, 'max_confidence': 0.9999994039535522}",3.655,3.1448125,0.0,1.0,"{'original_duration': 3.655, 'adjusted_duration': 3.1448125, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.9300000000000002, 'total_adjusted_duration': 1.9300000000000002, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.495, 'total_adjusted_duration': 0.533855485844131, 'tempo_ratio': 0.927217221}, 'r': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.15358557272479137, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.395, 'total_adjusted_duration': 0.27400707831317017, 'tempo_ratio': 1.441568599}, 'gcl': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.07600051023702553, 'tempo_ratio': 1.513147736}, 'jh': {'count': 1, 'total_original_duration': 0.4, 'total_adjusted_duration': 0.17740499681566238, 'tempo_ratio': 2.254727923}}}",0071.wav
